"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
2029,34.8873441994247,8344,"Presque Isle County, Michigan",12687,6315,6372,490,456,643,618,513,916,1129,1466,1206,1246,2291,1291,422,55.7,2010,10934,10677,10394,4719,4004,10677,5326,5351,4004,1987,2017,12687,12456,231,12456,12237,61,45,4,18,0,0,70,31,6,9,4,20,0,0,0,0,0,0,0,43,231,61,116,16,0,12468,135,174,89,8,60,189,115,12,0,62,12498,12090,52,45,70,0,28,213,6,207,10442,10631,5313,5318,710,128,239,296,47,9967,330,654,3634,2366,1110,1203,670,8983,1873,916,827,106,1129,1029,272,3918,3656,737,4004,3471,758,"35954","37091","39137","40274","44888","327439","339584","334319","346345","356679",6
2030,28.2013969732247,13744,"Morgan County, Colorado",28617,14609,14008,2035,2167,1990,2041,1827,3834,3346,3276,2027,1657,2421,1571,425,36.2,7402,22004,21215,20132,5217,4417,21215,10833,10382,4417,1955,2462,28617,26356,2261,26356,23892,883,116,2,9,23,0,138,76,31,0,8,0,23,0,69,0,15,48,6,1258,2261,203,309,165,1,26152,1106,426,303,120,2790,10329,7926,108,0,2295,18288,16606,883,58,138,69,0,534,32,502,11809,18850,9469,9381,2658,715,1052,783,108,18557,2036,1794,5761,4024,1739,2274,929,14727,3203,3834,2810,497,3346,2832,913,6960,5429,1041,4417,3656,752,"41249","41127","44374","44756","47366","1474560","1481026","1595164","1592543","1618076",5
2031,32.8513865844987,16876,"Dodge County, Nebraska",36565,18134,18431,2399,2415,2560,2421,2433,4066,4172,4190,2481,2425,3709,2125,1169,39.2,8851,28619,27714,26171,8649,7003,27714,13537,14177,7003,3054,3949,36565,35519,1046,35519,34047,391,295,0,0,0,166,234,0,44,47,61,0,52,30,69,33,33,0,3,483,1046,181,217,75,4,35087,583,516,316,78,1045,4953,3190,64,46,1653,31612,30376,328,120,234,66,20,468,0,468,16820,26089,12610,13479,3377,260,930,1739,448,24337,1270,1419,8767,5442,2633,3047,1759,21648,4806,4066,3659,1133,4172,3653,904,9096,8106,1606,7003,6230,1163,"43170","44578","45481","48081","52163","1837874","1958229","2092387","2178859","2367653",5
2032,19.8632891033374,4974,"St. Clair County, Missouri",9455,4738,4717,508,406,621,442,465,931,864,1116,942,602,1385,867,306,49.3,1875,7795,7580,7364,2953,2558,7580,3741,3839,2558,1219,1339,9455,9164,291,9164,8963,58,35,9,0,0,4,17,0,0,17,0,0,0,0,0,0,0,0,0,91,291,11,170,11,0,9254,69,205,28,0,190,221,144,24,13,40,9234,8861,58,35,17,0,0,263,71,192,5649,7551,3717,3834,567,65,278,176,48,7013,232,710,2777,1665,613,667,349,6071,1016,931,827,171,864,814,132,2660,2232,308,2558,2198,405,"28714","29255","29892","31316","34466","142834","144621","156103","164799","176869",6
2035,52.6638558834803,10436,"Yazoo County, Mississippi",28511,16114,12397,1790,1911,1843,1660,1952,4760,4192,3516,1692,1483,2092,1171,449,35.8,6725,22546,21786,20914,4624,3712,21786,12533,9253,3712,1540,2172,28511,28037,474,28037,10801,16407,126,0,0,0,0,13,0,0,1,0,0,0,12,0,0,0,0,0,690,474,217,63,0,0,11149,16746,209,13,13,877,2143,924,404,21,794,26368,9782,16183,126,13,0,0,264,79,185,10128,20831,11674,9157,2431,602,915,742,172,19355,1446,3184,7247,4040,1155,1574,709,14725,2283,4760,3767,370,4192,3339,393,6691,5048,890,3712,2571,630,"28368","27655","27685","28399","34042","706571","736929","775855","743980","752657",3
2038,75.3842178698775,96755,"Chittenden County, Vermont",163414,80405,83009,7549,8146,8015,13448,17979,23554,19143,19617,10289,11020,14503,7250,2901,36.5,29054,138119,134360,122145,31357,24654,134360,65098,69262,24654,10679,13975,163414,157811,5603,157811,146105,4326,266,19,1,0,0,6173,1016,1432,267,128,557,424,2349,56,44,0,0,12,885,5603,895,908,2490,3,151534,5367,1397,8965,107,1867,3956,729,698,365,2164,159458,143764,4157,255,6160,44,337,4741,393,4348,70460,128731,62156,66575,26083,1195,6113,14359,4416,108277,2020,3606,20038,15878,9768,33637,23330,102651,56967,23554,22579,14158,19143,18194,11871,40926,38792,19958,24654,23086,10980,"56310","57205","58861","61686","65123","11040175","11236252","11584697","12021267","11944703",4
2039,39.1466542317557,4289,"Benton County, Mississippi",8275,4068,4207,284,488,430,739,426,683,1291,1114,612,719,841,510,138,42.3,1747,6892,6528,6289,1977,1489,6528,3198,3330,1489,581,908,8275,7997,278,7997,5062,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,124,278,91,9,5,0,5191,3025,9,5,175,148,225,171,26,25,3,8050,4999,2768,0,0,26,0,257,3,254,4277,6214,2921,3293,620,157,222,186,55,5908,573,929,1956,1556,296,281,317,4406,598,683,450,41,1291,1165,54,2445,1836,331,1489,955,172,"29840","31458","33061","34858","37877","341398","335305","343041","264154","310067",2
2040,28.893833439288,6292,"Arkansas County, Arkansas",17761,8498,9263,1119,1229,1109,1076,868,2060,2124,2189,1112,1469,1991,1043,372,41,4066,14123,13695,13034,4262,3406,13695,6468,7227,3406,1534,1872,17761,17362,399,17362,12668,4461,102,43,5,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,121,399,237,24,0,72,12981,4785,199,10,0,186,598,452,71,10,65,17163,12246,4461,102,10,0,0,344,50,294,9495,13589,6405,7184,1335,173,551,555,56,12360,727,1004,5317,2117,1173,1331,691,10629,2022,2060,1851,491,2124,2022,354,4770,4156,828,3406,2600,349,"44062","43991","45128","46906","52609","1043812","993948","1034287","1066438","1141870",6
2041,17.8116288331342,10044,"Bell County, Kentucky",26426,12970,13456,1643,1512,1492,1530,1557,3321,3099,3559,2136,1652,2965,1375,585,41.2,5587,21491,20839,20019,6041,4925,20839,10005,10834,4925,2149,2776,26426,25944,482,25944,25174,661,44,36,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,63,482,326,71,85,0,25656,987,115,87,0,63,315,87,112,17,99,26111,24866,654,44,2,0,63,482,0,482,13226,20830,9996,10834,2147,603,779,654,111,18692,2130,2739,7862,2928,1259,835,939,13823,1774,3321,2679,275,3099,2563,414,7347,5331,540,4925,3250,545,"28280","29602","30783","32028","37095","738186","767232","751567","781731","759184",5
2043,26.5836963285625,8035,"Osage County, Kansas",15855,7941,7914,894,1079,1027,998,853,1603,1720,1977,1378,1195,1768,976,387,43.6,3688,12618,12167,11716,3884,3131,12167,5979,6188,3131,1525,1606,15855,15334,521,15334,15131,98,24,6,0,0,5,38,0,4,4,11,0,0,19,1,1,0,0,0,42,521,137,224,61,0,15652,271,287,99,12,94,543,484,4,0,55,15312,14754,98,24,38,1,0,397,0,397,7618,12104,5923,6181,1163,115,483,514,51,11004,287,700,4320,2601,956,1329,811,10017,2140,1603,1419,233,1720,1571,502,4550,4252,959,3131,2775,446,"38948","39512","42172","42907","47130","295687","297816","338901","341080","354131",4
2044,33.3482099543999,51535,"Berkeley County, West Virginia",117615,57992,59623,7355,7445,7988,6827,6712,16335,15886,16125,8238,7331,11289,4511,1573,38.9,27441,92925,90174,86625,21689,17373,90174,44245,45929,17373,8091,9282,117615,113808,3807,113808,101125,9307,111,47,0,0,0,1354,424,42,136,54,390,200,108,0,0,0,0,0,1911,3807,1925,584,356,43,104724,11614,980,1918,92,2418,5424,1978,1283,164,1999,112191,97854,8945,111,1321,0,816,3144,73,3071,49466,88275,43377,44898,8886,1253,3534,3135,964,81288,2243,5637,30397,17635,6834,11748,6794,73408,18542,16335,15132,3978,15886,14859,3896,31694,28798,7074,17373,14619,3594,"39435","40473","41762","44030","46686","3475323","3697627","4005426","4123774","4151082",3
2045,16.1927187103786,5521,"Texas County, Oklahoma",20633,10974,9659,1798,1498,1822,1597,1544,2941,2281,2510,1323,1026,1470,488,335,31.2,6022,15343,14611,13430,2981,2293,14611,8050,6561,2293,1107,1186,20633,19391,1242,19391,12090,873,136,32,0,0,0,729,0,0,166,0,0,12,551,12,0,0,0,12,5551,1242,228,164,0,8,13315,1118,359,729,12,6393,9535,8001,89,185,1260,11098,8765,866,130,729,12,14,582,199,383,8274,10615,5506,5109,2237,641,546,976,74,12374,1995,1043,3397,2260,409,2313,957,9336,3270,2941,2352,636,2281,1687,649,4859,3396,1374,2293,1901,611,"49591","51975","50319","52877","51093","1652485","1751624","1760268","1791411","1826200",5
2047,43.5676601884836,22177,"Emmet County, Michigan",33175,16464,16711,1604,1600,1876,1996,1879,3699,3680,4072,2740,2587,4464,2155,823,45.7,6366,27627,26809,25666,8920,7442,26809,13113,13696,7442,3466,3976,33175,31705,1470,31705,30043,236,851,46,261,0,0,179,11,43,52,8,17,29,19,27,0,12,0,15,369,1470,113,761,144,12,31468,424,1642,403,65,743,602,307,172,24,99,32573,29651,232,849,159,27,339,1316,260,1056,21753,26577,12990,13587,2589,286,837,1283,183,24220,298,955,6098,5764,2689,4975,3441,22967,8416,3699,3404,973,3680,3566,1438,9399,9042,3444,7442,6955,2561,"51988","53361","55451","58421","63571","1672464","1724763","1764693","1836642","1790735",6
2049,18.2005494505494,1456,"Knox County, Texas",3679,1817,1862,234,305,254,217,207,335,440,462,242,303,338,238,104,41.6,938,2863,2741,2609,854,680,2741,1361,1380,680,278,402,3679,3396,283,3396,2960,196,0,0,0,0,0,45,0,0,0,0,0,3,42,0,0,0,0,0,195,283,42,20,8,0,3243,238,20,53,0,408,1283,1153,0,7,123,2396,2116,160,0,45,0,0,75,5,70,2030,2531,1211,1320,279,81,114,63,21,2462,259,217,754,597,171,287,177,1986,464,335,285,105,440,406,77,1007,767,142,680,528,140,"36868","40006","42565","42658","46817","127474","135780","148555","142437","145404",6
2050,43.0776632853534,74823,"Houston County, Georgia",155317,74889,80428,10285,11328,11337,10311,10144,22790,20645,19588,9759,9472,11802,5989,1867,35.6,39658,120252,115659,109124,24440,19658,115659,54610,61049,19658,8482,11176,155317,148784,6533,148784,92182,48639,935,228,0,0,2,5211,1383,265,1214,76,665,904,704,276,276,0,0,0,1541,6533,3083,321,842,298,97993,52559,1661,6472,410,3054,10203,4821,1831,639,2912,145114,86277,47955,623,5096,276,232,4655,43,4612,63867,112229,52971,59258,13747,1354,4547,6594,1252,101912,2694,4887,27342,24482,10929,18087,13491,94331,31578,22790,21131,7597,20645,19481,7759,38819,36597,11866,19658,17122,4356,"39651","40718","41839","43165","45536","6410724","6698487","6958039","7375687","7455436",4
2051,37.1302086070096,76124,"DeSoto County, Mississippi",182256,87728,94528,11028,12903,14012,13593,11067,23543,25841,25335,11095,10222,14675,6931,2011,37.1,46689,141400,135567,128034,29789,23617,135567,64022,71545,23617,10344,13273,182256,177853,4403,177853,118524,52270,281,80,0,0,0,2736,422,293,442,171,178,1034,196,11,0,11,0,0,4031,4403,1672,539,529,82,122620,54359,1005,3503,182,5339,9107,6987,443,264,1413,173149,114497,51997,257,2735,11,419,3233,131,3102,68411,131954,62503,69451,15914,2737,5189,6999,989,119653,3279,7477,35987,30169,13009,19404,10328,108897,29732,23543,21400,5933,25841,24000,8077,46652,42940,11841,23617,20557,3881,"39180","40519","42083","44019","47078","5559133","5740213","5945090","6233152","6540738",2
2052,43.7846121695517,86133,"Penobscot County, Maine",151696,75233,76463,7039,7698,7667,10512,10469,20177,17095,20069,11739,11176,16634,7935,3486,42.2,27515,127672,124181,116608,34567,28055,124181,61029,63152,28055,12840,15215,151696,147867,3829,147867,142691,1274,2066,3,0,0,0,1194,155,342,117,47,221,115,197,11,0,11,0,0,631,3829,768,1445,1010,50,146370,2221,3668,2328,59,1014,2199,686,732,37,744,149497,141678,1225,1647,1172,11,273,3491,107,3384,76088,122200,60012,62188,15870,1158,4609,8613,1490,108311,2450,5270,36200,21599,11838,19119,11835,100591,30954,20177,19128,7120,17095,16329,6122,42984,40254,10619,28055,24880,7093,"38797","39974","41382","43086","47574","6161778","6342930","6642680","6963677","7133641",4
2053,19.047619047619,6741,"Yell County, Arkansas",21425,10838,10587,1332,1339,1524,1489,1167,2373,2886,2644,1520,1436,2105,1176,434,40,5145,16999,16280,15503,4455,3715,16280,8109,8171,3715,1660,2055,21425,21076,349,21076,16669,448,83,15,0,0,0,261,0,0,0,0,0,0,261,0,0,0,0,0,3615,349,80,168,40,0,16979,528,251,340,17,3659,4397,3012,364,0,1021,17028,16030,380,72,238,0,0,308,3,305,9881,14797,7389,7408,1706,159,751,764,32,14574,1233,1926,5764,2981,726,1288,656,11415,1944,2373,1983,255,2886,2215,302,5600,4493,767,3715,2724,620,"32108","33620","34799","34694","35573","572640","573894","611339","600789","578494",5
2057,20.624124824965,19996,"Bingham County, Idaho",46246,23148,23098,3522,4077,4192,3662,2913,5240,5733,4976,3009,2465,3949,1736,772,34.1,14202,33726,32044,30364,7868,6457,32044,15977,16067,6457,3105,3352,46246,44306,1940,44306,37658,102,2941,19,23,44,69,187,45,21,21,65,34,1,0,40,4,0,31,5,3378,1940,41,589,238,0,39483,169,3609,655,251,4177,8401,7387,9,0,1005,37845,34129,89,2324,187,36,32,1048,26,1022,16895,30700,15190,15510,4164,678,1952,1368,166,27880,1339,1612,9223,7045,2949,3963,1749,24929,5712,5240,4685,887,5733,5216,1552,10450,9263,1849,6457,5765,1424,"32532","32855","34634","37355","41008","1209470","1201176","1296044","1463112","1516031",5
2058,37.3691140510377,15949,"Antrim County, Michigan",23301,11554,11747,1036,1103,1158,1332,1117,2050,2104,2872,1779,2402,3710,1981,657,51.6,4205,19688,19096,18557,7738,6348,19096,9405,9691,6348,3049,3299,23301,22789,512,22789,22323,101,149,18,30,0,7,93,4,11,25,15,11,21,6,0,0,0,0,0,123,512,50,281,21,4,22814,220,458,114,20,252,546,326,37,0,183,22755,21960,101,130,88,0,80,396,20,376,18121,18901,9272,9629,1541,306,607,498,130,17555,352,873,5420,3947,1772,3291,1900,16330,5191,2050,1916,447,2104,1929,565,7053,6540,1897,6348,5945,2282,"43866","45185","46647","49163","53579","596149","624334","602466","635252","642381",6
2060,32.0428826682549,3358,"Nevada County, Arkansas",8249,4138,4111,489,550,532,531,432,771,876,1153,585,628,957,446,299,44.6,1867,6568,6382,5995,1990,1702,6382,3089,3293,1702,774,928,8249,8059,190,8059,5160,2872,21,0,0,0,0,5,0,0,5,0,0,0,0,1,0,1,0,0,0,190,152,33,3,0,5350,3024,54,8,1,2,1,1,0,0,0,8248,5159,2872,21,5,1,0,190,2,188,4595,6381,3088,3293,667,179,328,157,3,5715,310,289,2809,1142,486,445,234,5116,679,771,613,41,876,842,104,2366,2219,236,1702,1442,298,"31060","32057","32741","33332","35106","256837","252799","260697","242880","242415",6
2063,58.03051753972,82641,"Doña Ana County, New Mexico",217696,106990,110706,13910,14992,15511,17183,23377,28299,23958,22241,11674,12348,19661,10914,3628,33.3,53464,170550,164232,152215,41768,34203,164232,79812,84420,34203,15978,18225,217696,199114,18582,199114,170797,3923,2111,102,90,455,14,2468,425,419,905,153,234,157,175,193,156,34,3,0,19622,18582,726,1749,783,111,188943,4842,4396,3630,342,34558,149243,134251,749,454,13789,68453,58682,3330,1307,2254,184,249,2447,89,2358,88937,145208,70159,75049,31509,3445,8178,17005,2881,132723,14945,10856,28539,28448,10781,22915,16239,106922,39154,28299,25754,7834,23958,19612,7245,46263,36972,13787,34203,24584,10288,"34544","35189","36063","38142","41597","7035188","7243347","7540221","7916251","7780764",4
2064,33.6243752634431,16607,"Union County, Arkansas",39089,18825,20264,2617,2617,2675,2369,2271,4632,4541,4889,2606,2958,4029,2089,796,41.3,9410,30611,29679,28454,8674,6914,29679,14123,15556,6914,3035,3879,39089,38703,386,38703,25064,12883,286,151,0,0,0,302,0,122,75,0,62,36,7,0,0,0,0,0,168,386,201,128,27,0,25450,13090,414,329,10,188,1571,868,10,25,668,37518,23703,12878,231,302,0,22,382,16,366,20065,29191,13861,15330,3139,530,1101,1180,328,26540,822,2790,9203,5736,2361,3831,1797,22928,5628,4632,4216,1067,4541,4034,1109,10453,8947,2160,6914,5731,1292,"39592","42733","43010","45295","47422","2341288","2389756","2520563","2551363","2481167",5
2065,43.7925850100765,31261,"Walla Walla County, Washington",60785,31126,29659,3281,3567,3748,4782,5359,7672,6868,6929,3610,3949,6163,2861,1996,37.5,12831,49315,47954,43940,13336,11020,47954,24454,23500,11020,4979,6041,60785,57115,3670,57115,49683,1063,391,34,6,0,23,1143,22,313,365,136,167,13,127,125,44,0,28,53,4710,3670,424,1003,445,99,53117,1701,1581,1740,298,6191,13115,11160,296,161,1498,47670,43266,1026,180,1119,104,45,1930,151,1779,24871,44993,22997,21996,7906,817,2327,4314,448,40048,1996,2872,8304,10642,4774,6557,4903,35180,11460,7672,6686,1894,6868,5826,1829,14488,12609,4083,11020,10059,3654,"40769","42233","43690","46483","50520","3275291","3497188","3598023","3654243","3409651",4
2067,52.1643116483033,127246,"Chesapeake city, Virginia",242647,118604,124043,15479,16728,16255,16021,14907,34343,33440,31549,17538,14292,19833,9295,2967,37,58883,190497,183764,174554,40470,32095,183764,88517,95247,32095,13800,18295,242647,230002,12645,230002,144744,71988,526,13,0,0,20,8271,847,1016,4005,252,625,804,722,23,5,18,0,0,4450,12645,3599,1287,2669,359,156193,77914,2872,11921,641,7279,15813,5187,3638,827,6161,226834,136878,70466,346,8057,23,996,10068,914,9154,91707,178674,86209,92465,20507,2390,7225,8591,2301,163257,3536,7527,38715,40284,16717,35525,20953,152194,56478,34343,32494,11946,33440,31591,12942,63379,59480,22354,32095,28629,9236,"47533","48276","48371","49752","53130","9672734","9883212","10359563","10797929","11006010",2
2068,31.8882052749559,20967,"Nez Perce County, Idaho",40468,20028,20440,2281,2345,2483,2418,2662,5252,4718,4738,2904,2653,4385,2237,1392,40.4,8586,32764,31882,30473,9598,8014,31882,15557,16325,8014,3645,4369,40468,39285,1183,39285,36285,23,2394,81,58,7,14,354,2,76,172,0,27,41,36,25,5,0,0,20,204,1183,87,478,233,33,37418,234,2977,612,39,451,1721,1326,104,17,274,38747,35052,23,2332,329,25,58,928,35,893,17920,31681,15458,16223,3603,585,1151,1672,195,28279,521,1551,8694,7505,3189,4820,1999,26207,6819,5252,4981,1198,4718,4231,1355,10295,9647,2668,8014,7348,1598,"39540","41365","43042","44537","48279","2058203","2034074","2051372","2210566","2265797",4
2069,33.600896023894,26785,"Nacogdoches County, Texas",65080,31186,33894,4127,4216,4270,6658,8141,7572,6602,6677,3795,3436,5661,2964,961,31,15067,51310,50013,43776,11501,9586,50013,23475,26538,9586,4249,5337,65080,62519,2561,62519,47763,11789,678,30,0,0,28,904,238,183,265,19,77,85,37,14,0,0,0,14,1371,2561,642,292,212,0,50324,12431,985,1131,99,2686,12775,11654,89,0,1032,52305,38550,11406,242,781,14,100,1212,5,1207,28465,46605,22033,24572,12345,827,2592,7943,983,37668,3011,3129,10863,9261,2199,5735,3470,31528,9205,7572,6645,1458,6602,5451,1780,13908,11120,3286,9586,8312,2681,"35203","36970","38390","39665","42073","2328922","2516803","2631227","2563339","2530651",5
2071,43.1268906742998,61486,"Ozaukee County, Wisconsin",89179,43977,45202,4607,4737,6064,6143,5380,8581,10149,12091,6874,6898,9997,5371,2287,44,19034,72567,70145,66351,21714,17655,70145,34122,36023,17655,7960,9695,89179,86739,2440,86739,82695,1319,162,0,27,0,0,1884,581,381,189,82,234,22,395,48,42,6,0,0,631,2440,612,299,865,14,85060,1954,484,2818,77,1243,2782,1627,459,85,611,86397,81109,1258,162,1884,48,44,1892,139,1753,37723,68806,33416,35390,7897,835,2278,3619,1165,62248,711,1274,12983,11509,4871,18995,11905,60263,30900,8581,8404,4207,10149,9992,5902,25863,25114,13416,17655,16753,7375,"76711","78814","81871","85018","87897","5146855","5256810","5411507","5639696","5529386",2
2072,21.3452383888711,40543,"Somerset County, Pennsylvania",73844,38545,35299,3540,3641,3637,3861,3833,8633,8578,10150,5982,5564,9090,4790,2545,46.2,13377,61928,60467,58350,19578,16425,60467,31676,28791,16425,7522,8903,73844,72634,1210,72634,70020,1918,67,2,0,0,0,271,0,105,32,21,64,16,33,6,0,0,6,0,352,1210,418,237,127,23,71117,2475,404,493,116,593,1134,342,433,67,292,72710,69359,1818,34,271,6,147,1075,123,952,38523,60220,31493,28727,5135,1064,2360,1333,378,55332,2249,3933,26970,7710,5217,6052,3201,49150,9253,8633,7800,1727,8578,7983,1788,21696,19676,3396,16425,13691,2342,"37629","39156","40703","42173","45843","2409118","2581462","2701682","2741121","2496874",5
2073,34.1165999109924,11235,"Assumption Parish, Louisiana",22236,10654,11582,1189,1279,1523,1407,1360,2608,2491,3090,1766,1487,2541,1030,465,41.4,4814,18036,17422,16553,4614,4036,17422,8334,9088,4036,1875,2161,22236,21923,313,21923,14963,6739,102,29,10,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,98,313,49,84,48,1,15235,6789,187,109,0,229,701,193,4,0,504,21535,14551,6639,102,21,0,0,222,40,182,10894,17273,8215,9058,1944,608,766,476,94,15478,1207,2558,6278,2711,734,1522,468,11713,1990,2608,2002,366,2491,2239,637,6343,4997,482,4036,2475,505,"41273","44893","48553","50156","52452","439503","473932","498437","527006","474195",6
2074,54.6824706947783,274951,"Douglas County, Nebraska",565739,278972,286767,42253,39556,40153,37478,36910,87725,75902,66355,33514,32349,44335,20189,9020,34.9,144917,435716,420822,399249,92614,73544,420822,205074,215748,73544,32123,41421,565739,539396,26343,539396,437012,61490,2788,149,108,31,402,22897,5380,2818,1256,535,1233,1655,10020,243,45,85,8,105,14966,26343,8767,2879,3337,832,461177,72956,7996,27934,1124,22857,72462,54698,2402,798,14564,493277,389520,60751,1890,22648,221,688,17559,667,16892,236936,389248,188638,200610,51433,6160,15134,22786,7353,369389,16325,17590,78201,79088,29697,96033,52455,335474,148488,87725,80007,39595,75902,67756,35342,132218,120494,49361,73544,67217,24190,"57269","59247","61353","63204","64768","44077031","46969799","48751901","50598132","50846186",3
2075,40.7269959082691,10509,"East Feliciana Parish, Louisiana",19228,10559,8669,915,921,950,988,1176,2567,2408,2728,1716,1380,2216,1096,167,43.1,3399,16258,15829,15164,4463,3479,15829,8763,7066,3479,1616,1863,19228,18902,326,18902,10425,8270,91,32,0,0,0,75,0,0,8,15,52,0,0,0,0,0,0,0,41,326,38,48,6,29,10716,8367,192,81,0,222,326,33,34,24,235,18902,10294,8250,91,75,0,12,180,35,145,8556,15746,8721,7025,1551,267,763,509,12,14278,551,2376,5943,2571,950,1493,394,11351,1887,2567,1835,216,2408,2119,302,5824,4692,813,3479,2705,556,"38426","38716","40285","41686","44155","438038","454728","490561","499317","507713",3
